event_date,Y,bond_code,W1,W2,W3,W4a,W5,W6,W7a,W8,W9
2023-04-21,0,113608.SH,0.0205337181687355,2.489585,0,1,0,0,0,3.5537,0.19344
2023-04-24,0,113600.SH,0.0711854472756385,2.413886,0,1,0,0,0,3.3046,0.21622
2023-04-24,0,123174.SZ,-0.1022017300128936,1.073483,0,1,0,1,0,5.8152,0.23333
2023-04-25,0,127024.SZ,-0.0451855212450027,1.705087,0,0,0,0,0,3.5291,0.39965
2023-04-28,0,123159.SZ,-0.1275446265935897,2.411453,0,1,0,0,0,5.4182,0.01613
2023-05-04,0,113661.SH,-0.1361149549484253,4.567982,0,0,0,1,0,5.5551,0.0122
2023-05-04,0,128117.SZ,-0.09769107401371,2.651556,0,1,0,0,0,3.1622,0.26152
2023-05-05,0,118024.SH,-0.081551156938076,1.175593,0,0,0,1,0,5.473,0.02778
2023-05-08,0,113657.SH,-0.0996122136712074,2.985573,0,1,0,1,0,5.3963,0.01613
2023-05-09,0,127004.SZ,0.039961103349924,0.896035,0,1,0,0,0,0.0657,0.52359
2023-05-10,0,113519.SH,0.010480391792953,1.261785,0,0,0,0,0,1.4976,0.43097
2023-05-10,0,113668.SH,-0.0618684217333793,1.817952,0,1,0,0,0,5.8809,0.33333
2023-05-10,0,123101.SZ,-0.0674513205885887,1.57737,0,0,0,0,0,3.833,0.17682
2023-05-10,0,123154.SZ,-0.1630011200904846,2.090157,0,1,0,1,0,5.2402,0.38323
2023-05-10,0,127026.SZ,-0.1329551935195922,2.48823,1,0,0,0,0,3.5811,0.07914
2023-05-11,1,113535.SH,0.0549913085997104,0.927147,0,0,0,0,0,0.9966,0.3001
2023-05-11,0,123115.SZ,0.0170884616672992,2.582975,0,1,0,1,0,4.0767,0.0735
2023-05-11,1,123161.SZ,0.1329090744256973,1.47425,0,0,0,1,0,5.4209,0.01653
2023-05-12,0,128143.SZ,-0.1161176040768623,2.66523,0,1,0,1,0,3.6605,0.12431
2023-05-12,0,113665.SH,0.023147402331233,1.342079,0,1,0,1,0,5.5962,0.56
2023-05-15,0,111008.SH,-0.0819146558642387,1.726918,0,1,0,1,0,5.4702,0.00935
2023-05-15,0,111009.SH,0.0286956932395696,0.962463,0,0,0,1,0,5.4839,0.00962
2023-05-15,0,113542.SH,-0.0253100637346506,3.553908,0,0,0,0,0,2.2149,0.09699
2023-05-16,0,110087.SH,-0.0159511603415012,1.848585,1,0,0,1,0,5.1061,0.06633
2023-05-16,0,113561.SH,-0.1392131000757217,1.187631,0,1,0,0,0,2.6283,0.1519
2023-05-16,0,118020.SH,-0.0420001968741416,1.729014,0,1,0,1,0,5.358,0.01626
2023-05-16,0,123178.SZ,-0.0971196666359901,1.969678,0,1,0,1,0,5.807,0.06452
2023-05-16,0,123186.SZ,0.0255660414695739,0.897201,0,1,0,0,0,5.8754,0.18182
2023-05-16,0,127075.SZ,0.0329493694007396,0.748776,0,1,0,1,0,5.4292,0.02586
2023-05-17,0,128101.SZ,0.0502965785562992,1.076208,0,0,0,0,0,2.8309,0.00134
2023-05-17,1,123099.SZ,0.0230527482926845,1.377587,0,1,1,1,0,3.7344,0.00189
2023-05-17,0,123145.SZ,-0.1151704564690589,3.598335,0,0,1,1,0,4.9281,0.01667
2023-05-17,0,113662.SH,0.0331792123615741,1.136797,0,1,0,1,0,5.5277,0.03333
2023-05-17,1,113609.SH,0.276091456413269,6.504072,0,1,0,0,0,3.5236,0.27778
2023-05-17,0,118017.SH,-0.0046762255951762,1.959867,0,1,0,1,0,5.2293,0.0119
2023-05-18,0,113653.SH,-0.1437104195356369,1.809597,0,1,1,1,0,5.1964,0.01176
2023-05-18,0,118022.SH,-0.1086355149745941,2.280398,1,0,0,1,0,5.4018,0.072
2023-05-18,1,118026.SH,-0.0875616073608398,1.339756,0,1,0,1,0,5.4374,0.00862
2023-05-19,0,113045.SH,-0.1034034490585327,1.738497,0,0,0,1,0,3.7919,0.14453
2023-05-19,0,113047.SH,-0.0970759540796279,1.339459,0,0,0,0,0,3.8905,0.03259
2023-05-19,0,118006.SH,-0.1688803881406784,7.23185,0,1,1,0,0,4.8241,0.03396
2023-05-19,0,123189.SZ,-0.0340875200927257,0.61501,0,1,0,0,0,5.8836,0.33333
2023-05-19,0,128125.SZ,-0.0868916511535644,1.673758,0,1,0,0,0,3.1978,0.60455
2023-05-23,0,123143.SZ,-0.1478099972009658,2.378788,0,1,0,1,0,4.8569,0.57915
2023-05-24,0,123109.SZ,-0.1460322141647339,3.691126,0,1,0,0,0,3.8549,0.14257
2023-05-24,0,113596.SH,0.2233767360448837,1.59132,0,1,0,0,1,3.1786,0.21536
2023-05-24,0,123190.SZ,0.0212245844304561,1.524156,0,1,0,0,0,5.8727,0.66667
2023-05-26,0,127034.SZ,0.1712770015001297,3.465645,0,1,0,0,0,3.9288,0.41788
2023-05-26,0,110076.SH,-0.1160629540681839,1.647825,0,0,0,1,0,3.4387,0.15755
2023-05-29,0,110086.SH,-0.0668546929955482,1.588662,0,0,0,0,0,4.9008,0.01633
2023-06-01,0,127031.SZ,-0.0981914401054382,1.218996,0,0,1,0,0,3.8138,0.01775
2023-06-01,0,128138.SZ,0.151705726981163,1.150816,0,1,0,0,0,3.4634,0.3686
2023-06-02,0,127076.SZ,-0.0769976899027824,2.054984,0,1,0,1,0,5.399,0.59524
2023-06-05,0,128063.SZ,0.0880458652973175,1.769823,0,1,0,1,0,1.8289,0.03317
2023-06-06,0,123144.SZ,-0.0792154520750045,2.69815,0,1,0,0,0,4.8487,0.04135
2023-06-06,0,127075.SZ,0.0329493694007396,0.748776,0,1,0,1,0,5.3717,0.0229
2023-06-07,0,118009.SH,0.1022810339927673,2.495628,0,1,0,1,0,5.0486,0.00476
2023-06-07,0,123103.SZ,0.0192220546305179,2.809412,0,1,0,0,0,3.7618,0.0038
2023-06-07,0,123117.SZ,-0.1841947734355926,4.431607,0,0,1,1,0,4.0438,0.00218
2023-06-07,0,123145.SZ,-0.1151704564690589,3.598335,0,0,1,1,0,4.8706,0.01961
2023-06-07,0,123179.SZ,-0.1258789598941803,1.776362,0,1,0,1,0,5.7495,0.04444
2023-06-08,0,118029.SH,-0.1574501246213913,3.559402,0,1,0,1,0,5.5222,0.14583
2023-06-09,0,123011.SZ,0.0100032445043325,1.368079,0,1,0,0,0,1.1088,0.12093
2023-06-09,0,113047.SH,-0.0970759540796279,1.339459,0,0,0,0,0,3.833,0.04545
2023-06-09,1,113578.SH,0.1037913635373115,0.85105,0,1,0,0,1,2.8638,0.01351
2023-06-12,0,123128.SZ,0.2191519290208816,1.265551,0,0,0,0,0,4.3888,0.05585
2023-06-14,0,123049.SZ,0.3303458094596863,1.432161,0,1,0,0,0,2.8309,0.01602
2023-06-14,0,123119.SZ,-0.1517000645399093,2.211652,0,0,1,0,0,4.0849,0.00224
2023-06-14,1,127077.SZ,-0.0847695991396904,2.338301,0,1,0,1,0,5.4702,0.0303
2023-06-15,1,113600.SH,0.0743756145238876,2.004414,0,1,0,0,0,3.1622,0.09639
2023-06-15,0,128021.SZ,-0.0631576254963874,1.137399,0,0,1,0,0,0.4545,0.07652
2023-06-16,1,127068.SZ,-0.0502738282084465,1.846936,0,1,0,1,0,5.1581,0.07104
2023-06-16,1,113066.SH,0.1342798769474029,0.7621,1,0,0,0,0,5.7495,0.02326
2023-06-16,0,113641.SH,0.0316995754837989,0.927402,0,0,0,1,0,4.6927,0.02357
2023-06-16,0,128023.SZ,-0.1482115983963012,1.235834,0,0,0,0,0,0.4682,0.82967
2023-06-21,0,128124.SZ,-0.1744267493486404,4.127709,0,1,0,0,0,3.102,0.10783
2023-06-21,0,113573.SH,-0.071328081190586,1.944848,0,1,0,0,0,2.8227,0.73861
2023-06-21,0,113569.SH,-0.0226081442087888,2.045191,0,1,0,0,0,2.7159,0.72
2023-06-21,0,123153.SZ,-0.1531176567077636,1.810498,0,1,0,1,0,5.0842,0.57561
2023-06-26,0,113577.SH,-0.0970448479056358,1.322883,0,1,0,0,0,2.8008,0.02785
2023-06-26,0,113667.SH,-0.0970448479056358,1.322883,0,1,0,0,0,5.7248,0.3913
2023-06-27,0,128117.SZ,-0.09769107401371,2.651556,0,1,0,0,0,3.0144,0.30889
2023-06-28,0,123065.SZ,-0.081910416483879,2.213969,0,1,0,0,0,3.1869,0.00302
2023-06-29,1,123128.SZ,0.2191519290208816,1.265551,0,0,0,0,0,4.3422,0.01292
2023-06-30,0,110082.SH,-0.1092096865177154,3.446655,0,0,0,0,0,4.3285,0.0961
2023-06-30,0,123145.SZ,-0.1151704564690589,3.598335,0,0,1,1,0,4.8077,0.0037
2023-07-03,0,127033.SZ,0.0382776893675327,1.875668,0,0,1,0,0,3.7864,0.00393
2023-07-04,0,123101.SZ,-0.0674513205885887,1.57737,0,0,0,0,0,3.6824,0.4011
2023-07-04,0,123124.SZ,-0.0379322506487369,2.322359,0,1,0,0,0,4.1177,0.3908
2023-07-05,1,123096.SZ,0.367210328578949,1.545141,1,1,0,0,1,3.5619,0.04056
2023-07-05,0,128119.SZ,-0.0927213877439498,1.334877,0,1,0,0,0,3.0226,0.00143
2023-07-06,0,113632.SH,-0.046732235699892,1.488307,0,0,1,1,0,4.3669,0.05836
2023-07-07,0,110044.SH,0.2207327932119369,0.985724,1,0,0,0,0,0.9747,0.37615
2023-07-07,0,110064.SH,-0.0275285821408033,0.980779,1,0,0,0,0,2.4559,0.10872
2023-07-10,0,113542.SH,-0.0253100637346506,3.553908,0,0,0,0,0,2.0616,0.0738
2023-07-11,0,127042.SZ,0.0061000599525868,1.315572,0,0,0,0,0,4.0794,0.25968
2023-07-14,0,113059.SH,0.0139202633872628,1.269489,0,0,1,1,0,4.8515,0.64639
2023-07-14,0,113569.SH,-0.0226081442087888,2.045191,0,1,0,0,0,2.653,0.3557
2023-07-14,0,113596.SH,0.2233767360448837,1.59132,0,1,0,0,1,3.039,0.55365
2023-07-14,0,118008.SH,0.004497003275901,1.606411,0,1,0,1,0,4.9446,0.09362
2023-07-18,1,113017.SH,0.3269170820713043,0.498517,1,0,1,0,0,0.4435,0.05631
2023-07-18,0,128071.SZ,-0.0726666301488876,1.452834,0,0,0,0,0,2.0808,0.14687
2023-07-20,0,128142.SZ,-0.0098155625164508,0.503321,0,0,0,0,0,3.4141,0.4701
2023-07-21,0,123145.SZ,-0.1151704564690589,3.598335,0,0,1,1,0,4.7502,0.00351
2023-07-21,0,127062.SZ,-0.0835593044757843,2.379406,0,1,0,1,0,4.7529,0.09541
2023-07-24,0,123196.SZ,0.0345843955874443,1.279226,0,1,0,0,0,5.7358,0.85366
2023-07-24,1,110089.SH,-0.0381080247461795,0.943772,1,0,0,1,0,5.1663,0.33143
2023-07-25,0,128074.SZ,-0.0140977203845977,2.37389,1,0,0,0,0,2.1656,0.48079
2023-07-25,0,128131.SZ,-0.1245459467172622,2.726073,0,0,0,1,0,3.1211,0.57437
2023-07-26,0,113623.SH,-0.0376806519925594,0.944023,0,0,0,0,0,3.7016,0.58659
2023-07-27,0,110081.SH,-0.0435830056667327,1.118286,0,0,0,0,0,4.0027,0.00431
2023-07-27,0,113625.SH,-0.0837215781211853,1.299755,0,1,0,1,0,3.8741,0.04
2023-07-27,0,123044.SZ,0.1888734549283981,1.532424,0,1,0,0,1,2.6256,0.05316
2023-07-27,0,127052.SZ,-0.1052717342972755,1.212956,0,0,1,1,0,4.4107,0.10526
2023-07-28,0,118000.SH,0.0128389690071344,2.605294,0,1,0,0,0,3.5756,0.00174
2023-07-28,0,118007.SH,-0.0398892760276794,3.174954,1,1,0,1,0,4.6516,0.20588
2023-07-28,0,123011.SZ,0.0100032445043325,1.368079,0,1,0,0,0,0.9747,0.1643
2023-08-02,0,118014.SH,-0.0815343782305717,1.529097,0,1,0,1,0,4.961,0.12931
2023-08-02,0,118032.SH,-0.1812504827976226,1.93851,0,1,0,0,0,5.5989,0.01333
2023-08-04,0,127077.SZ,-0.0847695991396904,2.338301,0,1,1,1,0,5.3306,0.03731
2023-08-04,0,118023.SH,0.0180115029215812,1.414376,0,1,0,1,0,5.1937,0.12429
2023-08-04,0,113569.SH,-0.0226081442087888,2.045191,0,1,0,0,0,2.5955,0.32919
2023-08-04,0,113650.SH,-0.0143403531983494,2.812565,0,1,0,1,0,4.909,0.18776
2023-08-04,0,118015.SH,-0.1085976436734199,5.834619,0,1,0,1,0,4.9637,0.05652
2023-08-07,0,118031.SH,-0.0954461172223091,1.256641,0,0,0,1,0,5.5222,0.14894
2023-08-07,0,128105.SZ,0.3970782160758972,1.157334,0,1,0,0,0,2.6721,0.54974
2023-08-08,0,123076.SZ,0.0418929159641265,1.744112,0,1,0,0,0,3.2827,0.42724
2023-08-08,0,123161.SZ,0.1329090744256973,1.47425,0,0,1,1,0,5.1773,0.02747
2023-08-09,0,123199.SZ,-0.1235541403293609,2.040436,0,1,0,0,0,5.8426,0.15
2023-08-10,0,123182.SZ,0.1621841192245483,2.210499,0,1,0,0,0,5.6153,0.02667
2023-08-11,0,113608.SH,0.0248638913035392,2.393882,0,1,0,0,0,3.2471,0.0581
2023-08-11,0,111001.SH,0.0537783987820148,1.511044,1,1,0,0,0,4.2437,0.07389
2023-08-11,0,123145.SZ,-0.1151704564690589,3.598335,0,0,1,1,0,4.6927,0.07333
2023-08-15,0,127089.SZ,-0.1627977043390274,1.121654,0,0,0,0,0,5.9247,0.25
2023-08-16,0,110076.SH,-0.1160629540681839,1.647825,0,0,0,1,0,3.2142,0.18361
2023-08-16,1,113632.SH,-0.046732235699892,1.488307,0,0,1,1,0,4.2546,0.08867
2023-08-16,0,123193.SZ,-0.1570787280797958,1.394654,0,1,0,0,0,5.6591,0.04545
2023-08-17,0,123138.SZ,-0.0630363896489143,2.018175,0,1,0,0,0,4.5421,0.65588
2023-08-17,0,128117.SZ,-0.09769107401371,2.651556,0,1,0,0,0,2.8747,0.02547
2023-08-18,0,113624.SH,0.0157072581350803,2.54513,0,1,0,0,0,3.6934,0.1527
2023-08-18,0,123011.SZ,0.0100032445043325,1.368079,0,1,0,0,0,0.9172,0.07331
2023-08-21,0,118007.SH,-0.0398892760276794,3.174954,1,1,0,1,0,4.5859,0.26087
2023-08-21,0,123152.SZ,-0.0923236832022667,2.892046,0,1,0,1,0,4.9172,0.0122
2023-08-21,0,123196.SZ,0.0345843955874443,1.279226,0,1,0,0,0,5.6591,0.04918
2023-08-22,0,123194.SZ,-0.0647917166352272,1.635265,0,1,0,0,0,5.6454,0.15278
2023-08-22,1,128021.SZ,-0.0231958739459514,0.96149,0,0,1,0,0,0.2683,0.11713
2023-08-22,0,128138.SZ,0.151705726981163,1.150816,0,1,0,0,0,3.2389,0.29439
2023-08-25,0,127077.SZ,-0.0566299520432949,2.197689,0,1,1,0,0,5.2731,0.00671
2023-08-25,0,113661.SH,-0.1361149549484253,4.567982,0,0,0,1,0,5.2457,0.03106
2023-08-25,0,123101.SZ,-0.0515896826982498,1.547959,0,0,0,0,0,3.54,0.41438
2023-08-28,0,123128.SZ,0.2191519290208816,1.265551,0,0,1,0,0,4.178,0.47086
2023-08-28,0,123142.SZ,0.0072752181440591,4.229183,0,1,0,0,0,4.5558,0.37313
2023-08-28,0,127055.SZ,-0.065427042543888,2.230873,1,1,0,0,0,4.4873,0.13043
2023-08-29,0,123090.SZ,-0.0774169415235519,2.496353,0,0,0,0,0,3.3128,0.11969
2023-08-30,0,113639.SH,-0.0540499836206436,0.987554,0,0,0,0,0,4.4025,0.66396
2023-08-30,0,118033.SH,-0.0799483135342598,4.814075,0,1,0,0,0,5.5578,0.03333
2023-08-31,0,110089.SH,-0.0381080247461795,0.943772,1,0,1,1,0,5.0623,0.00985
2023-08-31,0,113542.SH,-0.0144187519326806,3.287553,0,0,0,0,0,1.9192,0.07708
2023-08-31,0,113593.SH,0.0039849057793617,3.162994,0,1,0,0,0,2.8857,0.07287
2023-09-01,1,123175.SZ,0.1439094841480255,3.747317,0,1,0,1,0,5.4784,0.00901
2023-09-01,0,113670.SH,-0.1241065561771392,1.25426,0,0,0,1,0,5.6263,0.0411
2023-09-01,0,113597.SH,-0.1704208254814148,2.900397,0,1,0,0,0,2.9103,0.00273
2023-09-01,0,111010.SH,0.3109124004840851,2.977063,0,0,0,1,0,5.2047,0.0113
2023-09-04,0,113596.SH,0.2440962493419647,1.632347,0,1,0,0,1,2.8966,0.35102
2023-09-04,0,118034.SH,-0.1830465197563171,1.228184,0,0,0,1,0,5.6263,0.15493
2023-09-04,0,123049.SZ,0.2976275980472564,1.416078,0,1,0,0,0,2.6064,0.29814
2023-09-04,0,123061.SZ,0.0344497375190258,1.369329,0,1,0,0,0,2.8802,0.27322
2023-09-06,0,118020.SH,-0.0334811471402645,1.530907,0,1,0,1,0,5.0486,0.03465
2023-09-06,0,123178.SZ,-0.0946820899844169,1.765695,0,1,0,1,0,5.4976,0.17273
2023-09-06,0,123186.SZ,0.0638760924339294,1.145551,0,1,0,1,0,5.5661,0.07778
2023-09-08,0,113589.SH,-0.0122396685183048,5.011881,0,1,0,0,0,2.7926,0.4123
2023-09-08,0,113636.SH,-0.0909449383616447,1.263796,0,1,1,1,0,4.2628,0.0344
2023-09-08,0,123185.SZ,-0.157067134976387,3.787309,0,1,0,1,0,5.5606,0.09677
2023-09-08,0,127060.SZ,-0.0465020537376403,1.61285,0,1,0,1,0,4.6133,0.03289
2023-09-11,0,123122.SZ,-0.0933837965130806,7.100144,0,1,0,1,0,3.9014,0.03512
2023-09-11,0,113668.SH,-0.0419868789613246,2.19867,0,1,0,1,0,5.5414,0.1573
2023-09-11,0,118007.SH,-0.0137215461581945,3.35228,1,1,0,0,0,4.5284,0.1365
2023-09-12,0,113030.SH,-0.1348907053470611,4.001618,1,0,0,0,0,2.2834,0.00342
2023-09-12,0,123216.SZ,-0.0411856994032859,1.347794,0,0,0,0,0,5.8946,0.45455
2023-09-12,0,127044.SZ,-0.0139406770467758,1.30693,0,1,0,0,0,3.9261,0.57113
2023-09-13,0,123132.SZ,0.0176656432449817,1.654995,0,1,0,0,0,4.2601,0.00739
2023-09-14,0,118024.SH,-0.1174653619527816,1.08004,0,0,0,1,0,5.1116,0.35
2023-09-14,0,127076.SZ,-0.0489383675158023,2.038666,0,1,0,1,0,5.1143,0.50505
2023-09-15,0,123044.SZ,0.2246351540088653,1.739448,0,1,0,0,1,2.4887,0.00726
2023-09-15,0,113577.SH,-0.0874977558851242,1.618133,0,1,0,0,0,2.5791,0.09717
2023-09-15,1,113604.SH,0.2810888886451721,3.794555,0,1,0,1,0,3.0773,0.65648
2023-09-15,0,113667.SH,-0.0874977558851242,1.618133,0,1,0,1,0,5.5031,0.69524
2023-09-15,0,127077.SZ,-0.0566299520432949,2.197689,0,1,1,0,0,5.2156,0.12195
2023-09-19,0,113566.SH,0.0669555589556694,1.754918,0,1,0,0,0,2.4449,0.70071
2023-09-20,0,118033.SH,-0.0799483135342598,4.814075,0,1,0,0,0,5.5003,0.18095
2023-09-20,0,123205.SZ,-0.1488432437181472,0.88046,0,1,0,0,0,5.8234,0.14286
2023-09-20,0,113644.SH,-0.0078342445194721,1.954666,0,1,0,1,0,4.5695,0.5
2023-09-21,0,113627.SH,-0.0586699731647968,2.424065,0,0,1,0,0,3.8138,0.21595
2023-09-22,0,118010.SH,-0.1730080544948578,7.977938,0,1,0,1,0,4.7666,0.12996
2023-09-22,0,113046.SH,-0.0918656438589096,1.763852,0,0,0,0,0,3.4962,0.21513
2023-09-25,0,113569.SH,-0.0400885082781314,2.156974,0,1,0,0,0,2.4531,0.23068
2023-09-25,0,118026.SH,-0.0540920980274677,1.282646,0,1,1,1,0,5.0815,0.01456
2023-09-26,0,113643.SH,-0.1083878353238105,1.926537,0,1,0,1,0,4.4956,0.07493
2023-09-26,0,127066.SZ,-0.0449423231184482,1.141722,0,0,0,0,0,4.783,0.09712
2023-09-27,0,118039.SH,-0.0956703871488571,2.259869,0,1,0,0,0,5.8125,0.10714
2023-09-27,0,123178.SZ,-0.0946820899844169,1.765695,0,1,0,1,0,5.4401,0.056
2023-09-27,0,127075.SZ,0.0317049659788608,0.62595,0,1,0,1,0,5.0623,0.07143
2023-09-27,0,127090.SZ,-0.1735944896936416,2.083264,0,1,0,0,0,5.8234,0.03571
2023-09-28,1,128026.SZ,0.0317567139863967,1.882223,0,1,1,0,0,0.2081,0.6092
2023-09-28,0,127056.SZ,-0.0768672823905944,0.965162,1,0,0,0,0,4.4107,0.0452
2023-09-28,0,128108.SZ,0.1046388745307922,1.153751,0,0,0,1,0,2.6639,0.03019
2023-09-28,0,123179.SZ,-0.0976277217268943,4.194844,0,1,0,1,0,5.4401,0.15323
2023-09-28,0,123208.SZ,-0.0458381623029708,1.766831,0,0,0,0,0,5.8207,0.28125
2023-10-09,0,113047.SH,-0.0701669678092002,1.472064,0,0,0,0,0,3.499,0.01541
2023-10-09,0,113574.SH,-0.0882507413625717,2.443383,0,1,0,0,0,2.475,0.36779
2023-10-09,0,113584.SH,-0.0079956771805882,0.709929,0,0,0,0,0,2.6557,0.09079
2023-10-09,0,113601.SH,0.153733804821968,1.72608,0,1,0,0,0,2.8665,0.30163
2023-10-09,0,123039.SZ,-0.0677899792790412,1.495885,0,1,1,0,0,2.2149,0.31278
2023-10-09,0,127041.SZ,-0.0998495817184448,3.393206,0,1,0,0,0,2.757,0.58301
2023-10-10,0,118007.SH,-0.0137215461581945,3.35228,1,1,0,0,0,4.449,0.1392
2023-10-12,0,118029.SH,-0.1394504904747009,3.593498,0,1,0,1,0,5.1773,0.36517
2023-10-12,0,127071.SZ,-0.1145984157919883,2.497126,1,0,0,1,0,4.8624,0.24603
2023-10-13,0,123126.SZ,-0.0604524761438369,1.729759,0,1,0,0,0,3.9097,0.44167
2023-10-16,0,127076.SZ,-0.0489383675158023,2.038666,0,1,0,1,0,5.0267,0.26168
2023-10-16,0,128117.SZ,-0.0798433050513267,2.652975,0,1,0,0,0,2.7105,0.00384
2023-10-16,0,123044.SZ,0.2246351540088653,1.739448,0,1,0,0,1,2.4038,0.00357
2023-10-16,0,127022.SZ,0.0420033261179924,0.686178,0,0,0,0,0,3.0007,0.14936
2023-10-16,0,110073.SH,0.0717913806438446,1.243046,1,0,0,0,0,2.7707,0.24638
2023-10-16,0,110072.SH,0.0120702041313052,1.106397,0,0,0,0,1,2.8392,0.00945
2023-10-16,0,113652.SH,0.1915107518434524,1.655745,0,0,0,1,0,4.7666,0.15412
2023-10-18,0,113024.SH,0.0464334450662136,1.066448,1,0,0,1,0,1.473,0.22274
2023-10-18,1,123011.SZ,0.0189606305211782,1.35332,0,1,0,0,0,0.7502,0.28617
2023-10-19,0,113616.SH,0.0954665765166282,1.702977,0,0,0,0,0,3.1923,0.37386
2023-10-19,0,118033.SH,-0.0799483135342598,4.814075,0,1,0,0,0,5.4209,0.31667
2023-10-20,0,113633.SH,-0.1548891365528106,1.872736,0,0,0,0,0,4.1123,0.00231
2023-10-20,0,113527.SH,0.086478903889656,1.295855,0,0,1,0,0,1.2649,0.56256
2023-10-20,1,113530.SH,-0.1520938426256179,1.30083,0,0,0,0,0,1.4346,0.62752
2023-10-20,1,113532.SH,0.3705068528652191,1.324819,1,0,0,0,0,1.4511,0.28913
2023-10-20,0,118035.SH,-0.1552201956510543,3.905777,0,1,0,0,0,5.6454,0.01493
2023-10-20,0,118040.SH,-0.0357329063117504,1.573348,0,1,0,0,0,5.7632,0.125
2023-10-20,0,128119.SZ,-0.0909471586346626,1.21312,0,1,0,0,0,2.7296,0.00259
2023-10-23,0,128035.SZ,-0.160700261592865,1.65327,0,0,0,0,0,0.2902,0.01392
2023-10-24,0,123101.SZ,-0.0515896826982498,1.547959,0,0,0,0,0,3.3758,0.45323
2023-10-25,1,123196.SZ,0.0109346313402056,1.660383,0,1,0,1,0,5.4812,0.22549
2023-10-26,0,110095.SH,-0.0456300936639308,0.817328,0,0,0,1,0,5.7851,0.24
2023-10-27,0,123155.SZ,-0.131405770778656,3.278594,0,1,0,0,0,4.794,0.00364
2023-10-27,0,118005.SH,0.0408353693783283,2.918588,0,1,0,0,0,4.2519,0.0025
2023-10-27,0,113638.SH,-0.0068165413103997,1.328703,0,0,0,0,0,4.1725,0.25355
2023-10-27,0,113629.SH,0.0858074948191642,1.156313,0,1,0,0,0,3.8823,0.09446
2023-10-27,0,127033.SZ,0.0422570817172527,1.852518,0,1,1,0,0,3.4689,0.0017
2023-10-27,0,113542.SH,-0.0144187519326806,3.287553,0,0,0,0,0,1.7632,0.05952
2023-10-27,0,113049.SH,-0.0973175391554832,1.068985,0,0,0,0,0,3.6194,0.44505
2023-10-27,0,110092.SH,-0.046843945980072,1.462244,0,0,0,1,0,5.1964,0.00578
2023-10-27,0,110082.SH,-0.1228757426142692,2.640111,0,0,0,0,0,4.0027,0.04741
2023-10-27,0,113596.SH,0.2440962493419647,1.632347,0,1,0,0,1,2.7515,0.10547
2023-10-27,0,127045.SZ,0.0326494351029396,0.710266,0,0,0,1,0,3.8029,0.00393
2023-10-30,1,113602.SH,-0.1009681671857833,1.899163,0,0,1,0,0,2.8172,0.01206
2023-10-31,0,113605.SH,-0.0501535832881927,1.063467,0,0,0,1,0,2.976,0.0028
2023-10-31,0,118007.SH,0.0211994294077157,3.079636,1,1,0,0,0,4.3915,0.11444
2023-10-31,0,118027.SH,0.1069574877619743,2.100272,0,1,0,0,0,5.0787,0.0198
2023-10-31,1,123185.SZ,-0.1041340455412864,3.13127,0,1,0,1,0,5.4155,0.05645
2023-11-01,0,123091.SZ,-0.1099254935979843,3.982549,0,0,0,0,0,3.1431,0.00298
2023-11-01,0,123145.SZ,0.118871085345745,2.877639,0,0,1,1,0,4.4682,0.00284
2023-11-01,0,127038.SZ,-0.1282608360052108,3.282592,1,0,0,0,0,3.6057,0.00542
2023-11-01,0,127091.SZ,-0.0408649705350399,1.55878,0,0,0,1,0,5.8097,0.11111
2023-11-01,0,128053.SZ,-0.1524374783039093,2.572941,0,0,0,0,0,1.2895,0.05146
2023-11-03,0,118008.SH,0.0120901502668857,1.562405,0,1,0,1,0,4.6379,0.02265
2023-11-03,0,118018.SH,0.2283477932214737,1.348985,1,1,0,1,0,4.7912,0.04059
2023-11-03,0,118043.SH,-0.0333023518323898,2.208806,0,1,0,1,0,5.7796,0.51724
2023-11-03,0,123199.SZ,-0.0878130942583084,3.471335,0,1,0,1,0,5.6071,0.52632
2023-11-03,0,127051.SZ,0.0200843438506126,4.361422,0,1,1,0,0,4.0383,0.01996
2023-11-06,0,127016.SZ,-0.0813957601785659,3.346213,0,0,0,0,0,2.423,0.37722
2023-11-06,0,123064.SZ,-0.070680946111679,9.071571,0,0,1,0,0,2.82,0.07067
2023-11-06,0,110076.SH,0.0326510034501552,1.62941,0,0,0,1,0,2.9897,0.02672
2023-11-06,0,118042.SH,-0.0888161212205886,1.295068,0,1,0,1,0,5.7604,0.24324
2023-11-06,1,123044.SZ,0.3729999959468841,1.485762,0,1,0,0,1,2.3463,0.00935
2023-11-07,0,110085.SH,-0.0985108911991119,1.638713,0,0,0,1,0,4.2984,0.00254
2023-11-07,1,113676.SH,-0.1519112586975097,2.812646,0,1,0,1,0,5.7796,0.06667
2023-11-07,0,127030.SZ,0.0420147627592086,0.553998,0,0,0,1,0,3.3703,0.01493
2023-11-07,0,128132.SZ,-0.0619970485568046,1.145745,1,0,0,0,0,2.8556,0.84595
2023-11-08,0,128071.SZ,-0.0705734640359878,1.404623,0,0,0,0,0,1.7714,0.33566
2023-11-09,0,127076.SZ,-0.0190440919250249,1.826627,0,1,0,1,0,4.961,0.68966
2023-11-09,0,111003.SH,-0.161172479391098,1.370481,0,1,0,1,0,4.3258,0.25266
2023-11-09,0,123072.SZ,-0.042265385389328,1.706374,0,1,0,0,0,2.9487,0.04414
