event_date,Y,bond_code,W1,W2,W3,W4a,W5,W6,W7a,W8,W9
2023-11-09,0,123165.SZ,-0.0819445699453353,1.613379,0,1,0,0,0,4.9665,0.05932
2023-11-15,1,128037.SZ,0.2390287816524505,1.409507,1,0,1,0,0,0.3313,0.01122
2023-11-15,0,113569.SH,-0.0365471318364143,1.939515,0,1,0,0,0,2.3135,0.38991
2023-11-15,1,123196.SZ,0.0294109694659709,1.556038,0,1,1,1,0,5.4237,0.00855
2023-11-16,1,118026.SH,-0.0234240554273128,1.242905,0,1,1,1,0,4.9391,0.11345
2023-11-17,0,110081.SH,-0.0307374168187379,1.068032,0,0,0,0,0,3.6934,0.23933
2023-11-17,0,113033.SH,0.1954382061958313,0.585788,0,0,0,0,0,2.371,0.06127
2023-11-17,0,123159.SZ,-0.0317893512547016,2.462661,0,1,0,0,0,4.8624,0.4186
2023-11-17,0,127052.SZ,-0.1060906276106834,1.177108,0,0,1,1,0,4.1013,0.09633
2023-11-20,0,127055.SZ,-0.0236195623874664,2.680345,1,1,0,0,0,4.2574,0.21053
2023-11-21,0,123183.SZ,-0.0182426795363426,3.106666,0,1,0,1,0,5.3361,0.39568
2023-11-23,0,113657.SH,-0.0648340582847595,4.168565,0,1,0,1,0,4.8515,0.48649
2023-11-24,0,118034.SH,-0.1254905462265014,1.223682,0,0,0,1,0,5.4045,0.20161
2023-11-24,0,123049.SZ,0.2895948588848114,1.428484,0,1,0,0,0,2.3847,0.28438
2023-11-28,0,118031.SH,-0.0963374152779579,1.238967,0,0,0,1,0,5.2129,0.09467
2023-11-29,0,127067.SZ,0.0672205090522766,0.70168,0,0,0,1,0,4.6434,0.22801
2023-11-30,0,127061.SZ,0.0009380261180922,0.64992,0,1,0,0,1,4.3888,0.16712
2023-11-30,0,127026.SZ,-0.0757235810160636,2.332006,1,0,0,0,0,3.0226,0.29539
2023-12-01,0,113608.SH,-0.0059974025934934,2.334025,0,1,0,0,0,2.9405,0.18132
2023-12-01,0,113665.SH,0.0385856106877327,1.338705,0,1,0,0,0,5.0404,0.10377
2023-12-05,0,118007.SH,0.0211994294077157,3.079636,1,1,0,0,0,4.2957,0.42602
2023-12-06,0,111009.SH,0.1354727745056152,1.130742,0,0,0,1,0,4.9227,0.15226
2023-12-07,0,110087.SH,0.0478113479912281,1.017115,1,0,0,1,0,4.5448,0.01791
2023-12-07,0,123185.SZ,-0.1041340455412864,3.13127,0,1,1,1,0,5.3142,0.27152
2023-12-07,0,123193.SZ,-0.0565249659121036,1.881699,0,1,0,1,0,5.3498,0.19858
2023-12-07,1,127015.SZ,-0.0082317236810922,0.5656,0,0,0,0,0,2.0753,0.00107
2023-12-07,1,127049.SZ,-0.0082317236810922,0.5656,0,0,0,1,1,3.9042,0.00204
2023-12-08,0,127074.SZ,-0.0824773013591766,1.5805,0,1,0,1,0,4.8487,0.03831
2023-12-08,0,128101.SZ,0.098780483007431,0.963432,0,0,0,0,0,2.2697,0.28781
2023-12-08,0,123133.SZ,-0.0063704261556267,5.120335,0,1,1,1,0,4.0383,0.12168
2023-12-08,0,123189.SZ,0.066498190164566,1.363931,0,1,0,1,0,5.3279,0.38255
2023-12-08,0,118022.SH,-0.094911552965641,2.783655,1,0,0,1,1,4.8433,0.0076
2023-12-08,0,113653.SH,0.0087635815143585,1.416874,0,1,1,1,0,4.6379,0.34416
2023-12-08,0,113640.SH,-0.1333107650279998,1.932555,0,1,0,0,0,4.1916,0.06383
2023-12-11,0,113658.SH,-0.044750478118658,1.213107,0,1,0,1,0,3.7645,0.00366
2023-12-12,0,118006.SH,-0.1167693883180618,9.584971,0,1,1,0,0,4.2574,0.11881
2023-12-12,0,123128.SZ,0.246191143989563,1.619465,0,0,1,0,0,3.8877,0.13427
2023-12-12,0,128125.SZ,-0.088807038962841,1.734153,0,1,0,0,0,2.6311,0.40426
2023-12-12,0,128144.SZ,0.0276196990162134,0.983892,0,0,1,0,0,3.217,0.06079
2023-12-15,0,110094.SH,-0.0161150675266981,1.73825,0,0,0,1,0,5.5907,0.0375
2023-12-15,0,123101.SZ,-0.0406655967235565,1.553354,0,0,0,0,0,3.2334,0.68541
2023-12-15,0,123109.SZ,-0.0657849460840225,5.657448,0,1,0,1,0,3.2936,0.36491
2023-12-15,0,123190.SZ,0.0176053438335657,2.093564,0,1,0,1,0,5.3114,0.08442
2023-12-18,0,113596.SH,0.2915408909320831,1.603683,0,1,0,0,1,2.6092,0.54353
2023-12-19,0,127073.SZ,-0.057863213121891,1.630611,0,0,1,1,0,3.7618,0.00361
2023-12-19,0,123142.SZ,0.0053156865760684,4.378969,0,1,0,0,0,4.2464,0.22439
2023-12-20,0,110086.SH,-0.07601148635149,1.554091,0,0,0,0,0,4.3395,0.0026
2023-12-20,0,113542.SH,-0.0105557367205619,3.713644,0,0,0,0,0,1.6153,0.21702
2023-12-20,0,123195.SZ,-0.169766753911972,2.30339,0,1,0,1,0,5.3251,0.12583
2023-12-21,0,127061.SZ,0.0009380261180922,0.64992,0,1,0,0,1,4.3313,0.09737
2023-12-22,0,111010.SH,0.3709080815315246,2.911115,0,0,0,1,0,4.898,0.00398
2023-12-22,0,127031.SZ,-0.0980807617306709,1.262674,0,0,1,0,0,3.2553,0.05581
2023-12-22,1,128132.SZ,-0.0619970485568046,1.145745,1,0,0,0,0,2.7324,0.49159
2023-12-25,0,118033.SH,-0.0125114666298031,4.101528,0,1,0,0,0,5.2375,0.13772
2023-12-26,0,110062.SH,-0.0277518462389707,1.316208,1,0,1,0,0,1.9357,0.25
2023-12-26,1,113030.SH,-0.1309742182493209,3.605634,1,0,0,0,0,1.9959,0.00317
2023-12-26,0,118007.SH,0.0211994294077157,3.079636,1,1,0,0,0,4.2382,0.21622
2023-12-26,0,127089.SZ,-0.148337721824646,1.107323,0,0,0,1,1,5.5606,0.01075
2023-12-28,0,123191.SZ,-0.0905197784304618,1.924651,1,1,0,1,0,5.2841,0.03125
2023-12-28,0,123180.SZ,-0.1700948625802993,3.547395,0,1,0,1,0,5.1964,0.22527
2023-12-28,0,123103.SZ,0.0842318832874298,2.809096,0,1,0,0,0,3.2033,0.00301
2024-01-02,0,118026.SH,-0.0234240554273128,1.242905,0,1,1,1,0,4.8104,0.01481
2024-01-03,0,113045.SH,-0.0912258923053741,1.399626,0,0,0,1,0,3.165,0.36637
2024-01-03,0,123196.SZ,0.0294109694659709,1.556038,0,1,1,1,0,5.2895,0.01325
2024-01-04,0,128095.SZ,0.0864005908370018,1.524854,0,0,0,0,0,2.1054,0.06889
2024-01-05,1,118037.SH,-0.1400227546691894,2.003923,1,1,0,1,0,5.5003,0.05825
2024-01-05,0,123115.SZ,-0.0375847369432449,2.088704,0,1,0,1,0,3.4223,0.01637
2024-01-05,1,123175.SZ,0.2241591364145279,2.929504,0,1,1,1,0,5.1335,0.03608
2024-01-05,0,128124.SZ,-0.0833029597997665,5.205721,0,1,0,0,0,2.5599,0.29753
2024-01-08,0,113569.SH,-0.0365471318364143,1.939515,0,1,0,0,0,2.1656,0.83388
2024-01-08,0,113647.SH,-0.0763755589723587,1.584183,0,0,0,0,0,4.2875,0.09774
2024-01-08,0,113661.SH,-0.1048186942934989,4.347393,0,0,0,1,0,4.8734,0.084
2024-01-08,0,113677.SH,-0.1650466173887252,8.194853,0,1,0,0,0,5.6838,0.01724
2024-01-08,0,127077.SZ,-0.0548564158380031,2.520479,0,1,1,0,0,4.9008,0.48739
2024-01-09,0,123108.SZ,-0.0683587193489074,2.720028,0,0,0,0,0,2.2204,0.02121
2024-01-09,1,110094.SH,-0.0161150675266981,1.73825,0,0,0,1,0,5.5222,0.3125
2024-01-09,0,118011.SH,0.1748898178339004,6.50801,0,1,0,0,0,4.4846,0.75504
2024-01-10,1,113641.SH,0.0569384172558784,1.076826,0,0,0,1,0,4.1232,0.02752
2024-01-10,1,123119.SZ,-0.1105341017246246,2.150471,0,0,1,0,0,3.5099,0.04089
2024-01-10,1,128085.SZ,0.3395964503288269,0.685771,0,1,0,0,1,1.9329,0.0093
2024-01-11,0,118009.SH,0.1266565173864364,2.0963,0,1,0,0,0,4.4517,0.0084
2024-01-11,1,123035.SZ,-0.0865654125809669,2.177089,0,0,0,0,0,1.8426,0.03128
2024-01-12,0,113563.SH,-0.0429769568145275,1.475319,0,0,0,0,0,2.0123,0.30191
2024-01-12,0,113573.SH,-0.0542310699820518,1.973892,0,1,0,0,0,2.2615,0.83597
2024-01-12,0,118038.SH,-0.0599566325545311,1.742589,0,1,0,1,0,5.5113,0.0099
2024-01-12,1,118040.SH,-0.0304839815944433,1.869888,0,1,0,1,0,5.5332,0.0101
2024-01-12,0,127061.SZ,0.0009380261180922,0.64992,0,1,0,0,1,4.271,0.00253
2024-01-15,0,118032.SH,-0.1585103273391723,2.996585,0,1,0,1,0,5.1444,0.03763
2024-01-15,0,118010.SH,-0.0399955809116363,7.961611,0,1,0,1,0,4.4517,0.02849
2024-01-15,0,113632.SH,0.0256908703595399,1.448685,0,0,1,1,0,3.8385,0.00197
2024-01-15,0,111010.SH,0.3709080815315246,2.911115,0,0,0,1,0,4.8323,0.00752
2024-01-16,0,118033.SH,-0.0125114666298031,4.101528,0,1,0,0,0,5.1773,0.00549
2024-01-17,0,113668.SH,-0.0321617275476455,2.504865,0,1,0,1,0,5.191,0.46552
2024-01-17,0,113674.SH,-0.1152714043855667,1.511112,1,0,0,1,0,5.5086,0.0396
2024-01-17,0,118007.SH,0.0211994294077157,3.079636,1,1,0,0,0,4.178,0.04265
2024-01-17,0,118012.SH,0.1203024536371231,3.107946,0,1,0,0,0,4.4654,0.01124
2024-01-17,0,123171.SZ,0.037455927580595,1.606806,0,1,0,1,0,4.8652,0.34866
2024-01-17,0,123212.SZ,-0.0480756945908069,1.501336,0,1,0,1,0,5.525,0.08
2024-01-18,0,127075.SZ,0.0500225275754928,0.633542,0,1,0,1,0,4.7529,0.29225
2024-01-19,0,110044.SH,0.3635909855365753,0.938737,1,0,0,0,0,0.4381,0.01952
2024-01-19,0,110064.SH,-0.017278054729104,0.992807,1,0,0,0,0,1.9192,0.05567
2024-01-19,0,123071.SZ,0.1970140486955642,1.821404,1,1,1,1,0,2.7543,0.00393
2024-01-19,0,123232.SZ,-0.1135841831564903,8.863671,0,1,0,0,0,5.8563,0.10526
2024-01-22,0,127062.SZ,-0.0859107822179794,2.084528,0,1,0,1,0,4.2464,0.06388
2024-01-22,0,123145.SZ,0.118871085345745,2.877639,0,0,1,1,0,4.2437,0.00244
2024-01-22,0,123151.SZ,0.0488899014890193,3.807959,0,1,0,0,0,4.4408,0.02192
2024-01-24,0,123191.SZ,-0.0905197784304618,1.924651,1,1,0,1,0,5.2101,0.02247
2024-01-25,0,118024.SH,-0.0609482526779174,1.061332,0,0,0,1,0,4.7474,0.03125
2024-01-25,0,123124.SZ,0.0014316190499812,2.137137,0,1,0,0,0,3.5565,0.00174
2024-01-26,0,110076.SH,0.0326510034501552,1.62941,0,0,0,1,0,2.768,0.0013
2024-01-26,0,118036.SH,-0.1383136063814163,8.362599,1,1,0,1,0,5.4209,0.00794
2024-01-26,0,123065.SZ,-0.0479972772300243,1.894815,0,1,0,0,0,2.6064,0.00124
2024-01-26,0,123076.SZ,0.1443428248167038,2.426989,0,1,0,0,0,2.8145,0.43307
2024-01-29,0,123179.SZ,-0.096699371933937,3.527615,0,1,0,1,0,5.1034,0.0049
2024-01-29,0,128128.SZ,-0.0080650467425584,0.790795,1,0,0,0,0,2.5572,0.00248
2024-01-30,1,123208.SZ,-0.0401415713131427,1.585962,0,0,0,1,0,5.4812,0.02655
2024-01-30,0,123039.SZ,-0.029782036319375,1.521377,0,1,1,0,0,1.9055,0.00514
2024-01-30,0,123169.SZ,-0.055915467441082,1.96241,0,1,0,1,0,4.8159,0.01095
2024-01-30,0,113047.SH,-0.054037719964981,1.285176,0,0,0,0,0,3.1896,0.00452
2024-01-30,0,113601.SH,0.139787882566452,1.693488,0,1,0,0,0,2.5572,0.04902
2024-01-31,0,110047.SH,0.1537509709596634,0.541515,0,0,1,0,0,0.8077,0.00401
2024-01-31,0,110063.SH,0.1537509709596634,0.541515,0,0,1,0,0,1.8672,0.00507
2024-01-31,0,127059.SZ,-0.0354822799563407,4.929492,0,1,0,1,0,4.1862,0.26316
2024-02-01,0,113545.SH,-0.0075277499854564,0.995087,0,0,0,1,0,1.7002,0.00778
2024-02-01,0,123214.SZ,-0.1086382791399955,4.569283,0,1,0,1,0,5.4949,0.04587
2024-02-01,1,128133.SZ,0.0581894963979721,2.199143,0,0,1,0,0,2.6393,0.0063
2024-02-02,0,127061.SZ,0.0009380261180922,0.64992,0,1,0,0,1,4.2136,0.00732
2024-02-02,0,118038.SH,-0.0599566325545311,1.742589,0,1,0,1,0,5.4538,0.02586
2024-02-02,1,123207.SZ,-0.0239787846803665,3.14799,0,1,0,1,0,5.4648,0.03419
2024-02-02,0,127099.SZ,0.2356275767087936,0.305344,0,1,0,0,0,5.8426,0.18182
2024-02-05,0,113632.SH,0.0256908703595399,1.448685,0,0,1,1,0,3.781,0.00192
2024-02-05,0,123237.SZ,-0.1647006720304489,2.172561,0,1,0,0,0,5.9138,0.2
2024-02-05,0,111010.SH,0.3709080815315246,2.911115,0,0,0,1,0,4.7748,0.00356
2024-02-06,0,123174.SZ,-0.0417179875075817,1.667623,0,1,0,1,0,5.0267,0.00446
2024-02-06,0,127072.SZ,-0.1231669038534164,2.5635,0,0,0,1,0,4.627,0.01634
2024-02-06,0,123227.SZ,-0.0601492188870906,1.51169,0,1,0,0,0,5.7029,0.01724
2024-02-06,0,123220.SZ,-0.1479000002145767,6.19567,0,1,0,1,0,5.5305,0.0101
2024-02-06,0,123211.SZ,-0.0827966928482055,4.033954,0,1,0,1,0,5.4702,0.00862
2024-02-06,0,123149.SZ,0.0615628398954868,1.259133,1,0,0,1,0,4.3696,0.00792
2024-02-06,1,128056.SZ,0.1656958758831024,0.798566,0,1,1,1,0,1.0623,0.01098
2024-02-06,0,118033.SH,-0.0125114666298031,4.101528,0,1,0,0,0,5.1198,0.00508
2024-02-06,0,118004.SH,0.113367959856987,2.146947,0,1,0,0,0,3.9097,0.67689
2024-02-06,0,113669.SH,-0.0463655181229114,1.933885,0,0,0,1,0,5.1581,0.00546
2024-02-06,0,113609.SH,0.3404253423213959,9.758205,0,1,1,0,0,2.7981,0.00132
2024-02-06,0,113059.SH,0.0303675569593906,2.05622,0,0,1,1,0,4.2847,0.00248
2024-02-06,0,123120.SZ,0.0093585439026355,1.897458,0,1,0,0,0,3.4771,0.00168
2024-02-06,0,128117.SZ,-0.0576227158308029,2.641139,0,1,0,0,0,2.4011,0.00116
2024-02-07,0,123168.SZ,-0.0692721977829933,1.441901,0,1,0,1,0,4.794,0.0036
2024-02-07,1,123044.SZ,0.3729999959468841,1.485762,0,1,1,0,1,2.0917,0.00108
2024-02-07,0,118007.SH,0.0211994294077157,3.079636,1,1,0,0,0,4.1205,0.00229
2024-02-07,0,113061.SH,-0.0704748779535293,1.231359,0,0,0,0,0,4.4326,0.01111
2024-02-08,0,123233.SZ,-0.1320095807313919,2.704916,0,1,0,0,0,5.807,0.02857
2024-02-08,0,123230.SZ,-0.1550172418355941,2.602882,0,1,0,0,0,5.7522,0.02222
2024-02-08,0,123200.SZ,-0.1195189207792282,2.655591,0,1,0,1,0,5.3826,0.00725
2024-02-08,0,123197.SZ,-0.1147172898054122,7.552235,0,1,0,1,0,5.2457,0.00585
2024-02-08,0,123217.SZ,-0.1004263833165168,4.992453,0,1,0,1,0,5.4976,0.00909
2024-02-08,0,118041.SH,-0.0633074641227722,2.95691,0,1,0,1,0,5.4757,0.00893
2024-02-08,0,113596.SH,0.2915408909320831,1.603683,0,1,0,0,1,2.4668,0.00119
2024-02-08,0,113024.SH,0.0561561733484268,1.107609,1,0,0,1,0,1.1636,0.07745
2024-02-08,0,111004.SH,0.0731883198022842,3.396535,0,1,0,0,0,4.1396,0.00229
2024-02-08,0,123153.SZ,0.0319694355130195,1.345564,0,1,0,0,0,4.449,0.00276
2024-02-19,0,123234.SZ,-0.0403174571692943,1.635453,0,1,0,0,0,5.8097,0.03846
2024-02-19,0,128142.SZ,-0.0172769632190465,0.561783,0,0,0,0,0,2.8282,0.00135
2024-02-19,0,127101.SZ,-0.063667319715023,0.978299,0,1,0,0,0,5.8398,0.05556
2024-02-19,0,127087.SZ,-0.1013640910387039,2.044567,0,1,0,1,0,5.3169,0.00719
2024-02-19,0,127076.SZ,-0.0190440919250249,1.826627,0,1,0,1,0,4.6817,0.04377
2024-02-19,0,123157.SZ,0.2088101655244827,2.915852,0,1,0,0,0,4.5284,0.00298
2024-02-19,0,123067.SZ,0.0629490986466407,3.040249,0,1,0,0,0,2.5763,0.00124
2024-02-19,0,113663.SH,-0.081818051636219,2.656559,1,1,0,1,0,4.7748,0.0036
2024-02-19,0,113625.SH,-0.082040399312973,1.307797,0,1,0,1,0,3.3073,0.00158
2024-02-19,0,113621.SH,0.027017431333661,1.466132,0,0,0,0,0,2.935,0.00139
2024-02-19,0,113542.SH,-0.0105557367205619,3.713644,0,0,0,0,0,1.4483,0.00092
2024-02-19,0,123152.SZ,-0.0558280386030674,2.499611,0,1,0,0,0,4.4189,0.00275
2024-02-20,0,123175.SZ,0.2241591364145279,2.929504,0,1,1,1,1,5.0075,0.00455
2024-02-20,1,128120.SZ,0.1251610666513443,1.515159,0,1,0,0,0,2.4038,0.00118
2024-02-20,0,127043.SZ,0.1115195378661155,1.225963,0,1,0,0,0,3.4743,0.0052
2024-02-20,1,123238.SZ,-0.030074993148446,1.254163,0,1,0,0,0,5.8919,0.5
2024-02-20,1,123205.SZ,0.0979180186986923,2.167104,0,1,0,1,1,5.4045,0.00806
2024-02-20,0,123203.SZ,-0.0285041239112615,2.877524,0,1,0,1,0,5.3662,0.01449
2024-02-20,1,123183.SZ,-0.0182426795363426,3.106666,0,1,0,1,0,5.0869,0.00508
2024-02-20,1,123172.SZ,-0.0212388131767511,1.108481,0,1,0,1,0,4.8186,0.00755
2024-02-20,1,123085.SZ,-0.0410210378468036,1.694814,0,1,0,0,1,2.8063,0.00264
2024-02-20,0,123078.SZ,0.0304162912070751,2.165814,0,0,1,0,0,2.768,0.00261
2024-02-20,0,118045.SH,-0.0384715944528579,2.835647,0,1,0,0,0,5.5606,0.025
2024-02-20,0,118037.SH,-0.1400227546691894,2.003923,1,1,1,1,0,5.3744,0.0155
2024-02-20,0,113662.SH,0.1307349503040313,1.559646,0,1,0,1,0,4.7639,0.0073
2024-02-20,0,113600.SH,0.1419787406921386,1.734251,0,1,1,0,0,2.4778,0.00121
2024-02-20,0,113577.SH,-0.0224889256060123,1.608277,0,1,0,0,0,2.1465,0.0011
2024-02-20,0,123087.SZ,-0.0285041239112615,2.877524,0,1,1,1,0,2.8172,0.00266
2024-02-21,0,123231.SZ,-0.1516704261302948,4.343926,0,1,0,0,0,5.7166,0.1
2024-02-21,0,128137.SZ,-0.1114249676465988,2.442996,0,1,0,0,0,2.7023,0.00772
2024-02-21,1,128041.SZ,-0.1178944706916809,3.127461,0,1,0,0,0,0.4025,0.00675
2024-02-21,0,127102.SZ,-0.1277411729097366,0.927644,1,0,0,0,0,5.8426,0.23529
2024-02-21,0,127080.SZ,-0.0878387242555618,6.817499,0,1,0,1,0,4.8569,0.00407
2024-02-21,0,123166.SZ,-0.1652024388313293,3.978713,0,1,0,1,0,4.6982,0.00339
2024-02-21,0,123156.SZ,-0.0027190963737666,1.340851,0,1,0,0,0,4.4846,0.00573
2024-02-21,0,118016.SH,0.1606487333774566,2.673029,0,1,0,0,1,4.4545,0.00282
2024-02-21,1,113678.SH,-0.0622942969202995,1.046723,0,1,0,0,0,5.6591,0.05357
2024-02-21,0,113067.SH,-0.0244115199893713,0.672461,1,0,0,1,0,5.4292,0.12821
2024-02-21,0,111016.SH,-0.1024060174822807,2.497676,0,1,0,1,0,5.4237,0.00833
2024-02-22,0,111015.SH,-0.1410092115402221,2.990651,0,1,0,1,0,5.3689,0.03077
2024-02-22,0,113565.SH,-0.0032836119644343,2.752079,1,1,0,0,0,2.0123,0.0021
2024-02-22,0,113680.SH,-0.1332278847694397,2.227386,0,1,0,0,0,5.7303,0.04255
2024-02-22,1,118003.SH,-0.0314534939825534,4.235599,0,0,1,0,0,3.7673,0.08238
2024-02-22,1,123204.SZ,-0.005488300230354,2.4657,0,1,0,1,0,5.3881,0.03077
2024-02-22,1,123225.SZ,0.0060050701722502,1.280171,0,1,0,0,1,5.6318,0.05333
2024-02-23,0,128074.SZ,0.0148302735760807,2.955861,1,0,0,0,0,1.5825,0.16556
2024-02-23,0,127097.SZ,-0.0837333872914314,1.754506,0,1,0,0,0,5.6728,0.08333
2024-02-23,0,128131.SZ,-0.0654885619878768,2.447955,0,0,0,1,0,2.538,0.00977
2024-02-23,0,127093.SZ,-0.0576658584177494,1.457039,1,1,0,0,0,5.6482,0.07143
2024-02-23,0,111000.SH,-0.0466240160167217,1.507916,0,1,0,0,0,3.2471,0.01235
2024-02-23,1,123049.SZ,0.2895948588848114,1.428484,0,1,0,0,1,2.1355,0.00546
2024-02-23,0,113667.SH,-0.0224889256060123,1.608277,0,1,0,1,0,5.0623,0.02899
2024-02-23,1,123218.SZ,-0.1539266407489776,3.352518,0,1,0,1,0,5.462,0.04505
2024-02-26,0,110093.SH,0.0328665822744369,1.556272,1,0,0,1,0,5.0513,0.02985
2024-02-26,0,110095.SH,-0.0456300936639308,0.817328,0,0,0,1,0,5.4483,0.08571
2024-02-26,0,113623.SH,-0.0501915961503982,0.90944,0,0,0,0,0,3.1129,0.65436
2024-02-26,0,118036.SH,-0.1383136063814163,8.362599,1,1,0,1,0,5.3361,0.05674
2024-02-26,0,123198.SZ,0.0285326950252056,1.951537,0,1,0,1,1,5.2813,0.04
2024-02-26,0,127089.SZ,-0.148337721824646,1.107323,0,0,0,1,0,5.3908,0.04615
2024-02-26,0,127094.SZ,-0.1279232650995254,5.370045,0,1,0,0,0,5.6427,0.08824
2024-02-27,0,127033.SZ,0.0607266053557395,1.959899,0,1,1,0,1,3.1321,0.009
2024-02-27,1,123228.SZ,-0.0211239643394947,0.974627,0,1,0,0,0,5.6454,0.16176
2024-02-27,0,118000.SH,0.0193751212209463,2.014977,0,1,0,0,0,2.9897,0.00842
2024-02-27,0,113681.SH,-0.1237726584076881,0.544456,1,1,0,0,0,5.8371,0.4
2024-02-27,0,113505.SH,0.0126592898741364,1.300105,0,0,1,0,0,0.0219,0.00698
2024-02-27,0,110082.SH,-0.0729676112532615,2.752954,0,0,0,0,0,3.666,0.04044
2024-02-27,0,113530.SH,-0.1719170659780502,1.245776,0,0,1,0,0,1.0787,0.00851
2024-02-28,0,113641.SH,0.0569384172558784,1.076826,0,0,1,1,0,3.989,0.02581
2024-02-28,0,113676.SH,-0.1519112586975097,2.812646,0,1,1,1,0,5.4702,0.11538
2024-02-28,0,123080.SZ,-0.0139489918947219,3.096888,0,1,0,0,0,2.7598,0.01043
2024-02-28,0,123160.SZ,0.082001119852066,2.229051,0,1,1,0,0,4.5832,0.02477
2024-02-28,0,127103.SZ,-0.0650063529610633,1.368798,0,0,0,0,0,5.848,0.5625
2024-02-29,0,128066.SZ,0.0932089909911155,2.29461,0,1,1,0,0,1.1307,0.00775
2024-02-29,0,123209.SZ,-0.0501940883696079,1.569566,0,1,0,1,0,5.4045,0.08065
2024-02-29,0,123141.SZ,0.0594444125890731,1.382479,0,1,1,1,0,4.0411,0.02193
2024-02-29,0,123130.SZ,0.0243703909218311,2.148038,0,0,0,1,0,3.6988,0.01855
2024-02-29,0,118040.SH,-0.0304839815944433,1.869888,0,1,1,1,0,5.4018,0.10236
2024-02-29,1,113673.SH,-0.1725178211927414,2.84952,0,0,0,1,0,5.3826,0.11628
2024-02-29,1,113546.SH,-0.0543447397649288,3.625918,0,1,0,1,0,1.6482,0.16085
2024-02-29,0,111013.SH,-0.1095229908823967,7.917737,0,1,0,1,0,5.0212,0.04592
2024-02-29,0,111002.SH,-0.0072283865883946,0.80719,0,0,1,0,0,3.7728,0.02312
2024-02-29,0,110063.SH,0.1537509709596634,0.541515,0,0,1,0,0,1.7878,0.01597
2024-02-29,0,110047.SH,0.1537509709596634,0.541515,0,0,1,0,0,0.7283,0.01268
2024-02-29,0,113649.SH,-0.0168051701039075,3.02377,0,1,0,0,0,4.3258,0.02332
2024-03-01,0,113524.SH,-0.04993437230587,2.346415,1,1,0,1,0,0.7885,0.47021
2024-03-01,0,123206.SZ,-0.0225286185741424,1.433886,0,1,0,1,0,5.3854,0.08333
2024-03-01,0,123213.SZ,-0.0959833487868309,3.516028,0,1,0,1,0,5.4073,0.09524
2024-03-01,1,128037.SZ,0.2390287816524505,1.409507,1,0,1,0,0,0.0383,0.00853
2024-03-01,1,128105.SZ,0.3838461935520172,1.20317,0,1,0,0,0,2.1054,0.01413
2024-03-04,0,127061.SZ,0.0009380261180922,0.64992,0,1,0,0,1,4.1287,0.05647
2024-03-04,0,118038.SH,-0.0599566325545311,1.742589,0,1,0,1,0,5.3689,0.16794
2024-03-04,0,118023.SH,0.0431661680340766,1.484706,0,1,0,0,1,4.6105,0.04762
2024-03-04,0,118015.SH,-0.1274586319923401,8.079978,0,1,0,1,0,4.3806,0.34511
2024-03-04,0,113650.SH,-0.0106840832158923,2.697516,0,1,0,1,0,4.3258,0.03655
2024-03-04,0,118008.SH,0.0120901502668857,1.562405,0,1,0,1,0,4.3039,0.04124
2024-03-04,0,111005.SH,-0.1298365145921707,1.594415,0,1,1,1,0,4.3039,0.03627
2024-03-04,0,118014.SH,-0.0828165709972381,1.616635,0,1,0,1,0,4.3723,0.0457
2024-03-05,1,128063.SZ,0.0922561958432197,1.682221,0,1,1,1,0,1.0787,0.00765
2024-03-05,0,111010.SH,0.3709080815315246,2.911115,0,0,0,1,0,4.6954,0.05068
2024-03-05,1,113532.SH,0.3737135529518127,1.315657,1,0,1,0,0,1.076,0.0068
2024-03-05,0,113632.SH,0.0256908703595399,1.448685,0,0,1,1,0,3.7016,0.03724
2024-03-05,0,118044.SH,-0.1455030441284179,5.461482,0,1,0,0,0,5.5195,0.08602
2024-03-06,1,123052.SZ,0.2134855389595031,1.266524,0,1,0,0,0,2.2478,0.01139
2024-03-06,0,127035.SZ,-0.0487872026860713,1.776252,0,0,0,0,0,2.2204,0.01985
2024-03-06,0,118033.SH,-0.0125114666298031,4.101528,0,1,0,0,0,5.0404,0.08491
2024-03-07,0,118007.SH,0.0211994294077157,3.079636,1,1,0,0,0,4.0411,0.03319
2024-03-07,0,123161.SZ,0.0901600271463394,1.47462,0,0,1,1,0,4.5969,0.05296
2024-03-07,0,123185.SZ,-0.1041340455412864,3.13127,0,1,1,1,0,5.065,0.05263
2024-03-08,0,110081.SH,-0.0307374168187379,1.068032,0,0,0,0,0,3.3867,0.07843
2024-03-08,0,111001.SH,0.063846081495285,1.150972,1,1,0,0,0,3.6687,0.0221
2024-03-08,0,113624.SH,0.0293768197298049,2.534268,0,1,0,0,0,3.1376,0.01644
2024-03-08,0,113646.SH,-0.0322161689400672,2.48327,0,1,0,0,0,4.1013,0.08314
2024-03-08,0,113677.SH,-0.1650466173887252,8.194853,0,1,0,0,0,5.5195,0.22917
2024-03-08,0,118013.SH,-0.1368424147367477,4.138406,0,0,0,0,0,4.334,0.06718
2024-03-08,0,123101.SZ,-0.0406655967235565,1.553354,0,0,0,0,0,3.0034,0.33474
2024-03-08,0,123144.SZ,-0.0390857383608818,2.231504,0,1,0,0,0,4.0931,0.02895
2024-03-08,0,128071.SZ,-0.0705734640359878,1.404623,0,0,0,0,0,1.4401,0.01018
2024-03-11,0,127087.SZ,-0.1013640910387039,2.044567,0,1,0,1,0,5.2594,0.08442
